Co,Si,Pt,O,Ni,Gd
961,0,0,36895,477,387
1014,0,0,36924,419,374
1070,0,0,36951,361,367
1125,0,0,36988,299,394
1177,0,0,37035,249,394
1228,0,0,37069,193,407
1161,0,0,37025,204,400
1038,0,0,36943,240,406
922,0,0,36859,281,418
801,0,0,36792,315,423
689,0,0,36711,358,422
557,0,0,36609,399,428
436,0,0,36531,440,440
333,0,0,36475,480,450
216,0,0,36382,525,464
211,0,0,36461,501,455
256,0,0,36656,437,428
297,0,0,36808,374,413
337,0,0,36967,316,412
378,0,0,37151,262,392
421,0,0,37308,202,364
469,0,0,37476,138,348
509,0,0,37647,82,339
561,0,0,37818,24,341
617,0,0,37796,19,319
710,0,0,37659,23,303
810,0,0,37523,28,301
913,0,0,37399,35,323
1013,0,0,37262,40,342
1113,0,0,37130,50,343
1221,0,0,37005,57,349
1324,0,0,36868,64,365
1430,0,0,36744,78,381
1373,0,42,36949,81,386
1196,0,135,37346,92,390
1017,0,227,37791,106,396
850,0,315,38191,120,403
688,0,409,38602,133,413
517,0,498,39006,148,424
343,0,591,39414,159,443
180,0,683,39852,178,466
32,0,772,40259,198,488
12,0,746,40324,190,477
48,0,653,40210,183,444
86,0,561,40084,172,433
121,0,471,39979,164,416
158,0,380,39854,156,402
193,0,293,39738,145,392
230,0,202,39619,144,370
271,0,105,39488,133,337
306,0,14,39376,130,328
370,0,0,39393,124,333
485,0,0,39479,110,344
628,0,0,39550,94,350
767,0,0,39646,77,364
903,0,0,39740,61,381
1042,0,0,39818,45,408
1172,0,0,39891,28,426
1308,0,0,39982,12,458
1457,0,0,40063,0,474
1430,0,0,40043,10,472
1323,0,0,40015,47,457
1221,0,0,39969,92,433
1114,0,0,39899,139,415
1009,0,0,39848,181,399
909,0,0,39787,225,384
806,0,0,39731,268,366
703,0,0,39676,312,350
613,0,0,39604,358,331
589,0,0,39519,353,337
595,0,0,39399,329,335
596,0,0,39268,312,360
601,0,0,39144,294,366
605,0,0,39013,273,379
616,0,0,38895,250,390
615,0,0,38777,229,392
618,0,0,38656,219,406
623,0,0,38532,203,434
625,0,0,38545,194,441
623,0,0,38622,183,440
624,0,0,38724,176,451
629,0,0,38817,173,462
632,0,0,38909,170,461
636,0,0,39000,162,487
635,0,0,39089,157,503
643,0,0,39177,159,520
646,0,0,39267,152,529
617,0,0,39309,188,525
563,0,0,39300,247,499
515,0,0,39280,313,485
452,0,0,39275,386,488
401,0,0,39255,453,475
343,0,0,39239,521,454
291,0,0,39243,586,434
240,0,0,39241,649,434
192,0,0,39228,729,430
180,0,0,39385,726,417
151,0,0,39671,698,393
129,0,0,39958,673,383
108,0,0,40239,650,379
87,0,0,40509,632,377
65,0,0,40819,610,366
42,0,0,41105,584,358
27,0,0,41386,563,351
12,0,0,41679,541,368
12,0,0,41692,544,366
25,0,0,41498,566,348
48,0,0,41315,583,381
66,0,0,41130,606,411
90,0,0,40952,630,406
114,0,0,40776,657,426
146,0,0,40571,680,438
165,0,0,40399,706,454
196,0,0,40213,737,481
193,0,0,40179,724,480
162,0,0,40279,712,463
139,0,0,40357,691,467
112,0,0,40444,683,468
88,0,0,40524,670,481
63,0,0,40605,661,490
35,0,0,40694,643,478
11,0,0,40778,642,487
0,0,0,40870,652,498
25,0,0,40788,622,494
91,0,0,40565,556,469
175,0,3,40349,492,438
247,0,8,40136,425,414
323,0,15,39927,368,404
400,0,21,39701,306,396
476,0,28,39510,249,390
554,0,37,39291,182,374
637,0,44,39074,120,365
635,0,43,39039,113,347
580,0,35,39171,99,340
531,0,28,39306,83,349
482,0,21,39405,64,363
436,0,14,39538,53,374
391,0,8,39633,39,363
347,0,1,39754,25,353
292,0,0,39877,11,356
258,0,0,39999,0,368
236,0,1,40085,0,370
207,0,28,40109,0,365
184,0,63,40148,0,357
155,0,90,40186,0,360
134,0,120,40227,0,365
109,0,149,40249,0,362
84,0,181,40291,0,367
61,0,210,40325,0,386
35,0,242,40376,0,416
138,0,237,40471,0,416
417,0,207,40612,13,393
681,0,178,40737,35,374
969,0,145,40883,58,366
1253,0,115,41025,81,359
1524,0,87,41162,105,352
1785,0,63,41303,121,348
2064,0,26,41449,146,332
2367,0,0,41599,173,331
2331,0,0,41561,169,330
2052,0,0,41389,144,335
1791,0,0,41214,119,340
1529,0,0,41049,103,349
1244,0,0,40883,77,375
983,0,0,40722,57,390
715,0,0,40553,34,409
454,0,0,40389,12,421
192,0,0,40219,0,447
106,0,0,40283,12,452
89,0,0,40509,78,439
95,0,0,40749,147,434
107,0,0,40974,216,454
106,0,0,41244,290,449
115,0,0,41476,360,457
118,0,0,41726,432,453
124,0,0,41953,497,448
141,0,0,42178,563,438
145,0,2,42276,558,435
141,0,29,42222,493,442
137,0,55,42181,428,481
139,0,83,42126,362,491
137,0,110,42090,294,512
140,0,136,42036,227,513
140,0,168,41998,159,527
139,0,198,41948,92,544
155,0,220,41894,34,568
165,0,220,41902,26,567
198,0,196,41960,33,542
228,0,165,42010,42,509
262,0,135,42078,53,501
291,0,110,42119,61,480
325,0,79,42180,70,439
355,0,55,42238,81,451
390,0,27,42292,94,430
423,0,1,42356,107,422
430,0,0,42289,164,425
429,0,0,42075,316,435
424,0,0,41876,464,444
425,0,0,41683,614,442
426,0,0,41484,763,449
425,0,0,41267,911,483
424,0,0,41067,1069,487
422,0,0,40875,1217,500
424,0,0,40688,1367,525
405,0,0,40636,1367,516
354,0,0,40772,1207,493
304,0,0,40919,1033,475
252,0,0,41050,873,464
203,0,0,41191,711,445
152,0,0,41314,550,432
96,0,0,41457,375,424
48,0,0,41599,216,396
3,0,0,41725,57,388
12,0,0,41769,0,386
65,0,0,41683,21,386
129,0,0,41590,51,380
187,0,0,41496,80,371
249,0,0,41428,110,381
306,0,0,41336,137,372
371,0,0,41250,160,366
432,0,0,41154,197,364
495,0,0,41066,226,374
495,0,0,41053,226,373
432,0,0,41083,197,356
383,0,0,41103,164,345
328,0,0,41169,137,352
280,0,0,41207,110,347
228,0,0,41241,80,356
181,0,0,41276,51,352
128,0,0,41317,21,347
91,0,0,41342,0,348
79,0,63,41480,16,350
71,0,254,41712,76,370
72,0,451,41938,148,379
78,0,656,42190,223,388
90,0,851,42436,288,395
100,0,1037,42643,359,409
105,0,1236,42882,428,415
119,0,1427,43117,497,434
139,0,1635,43360,568,452
144,0,1635,43492,571,453
156,0,1454,43506,514,433
177,0,1288,43536,449,407
193,0,1118,43533,389,431
211,0,937,43589,321,420
225,0,765,43590,268,417
246,0,597,43616,208,422
270,0,425,43648,146,420
302,0,242,43676,86,434
302,0,179,43592,69,436
264,0,156,43406,103,442
227,0,135,43221,147,438
196,0,111,43028,195,421
162,0,86,42833,246,425
132,0,64,42659,292,440
100,0,42,42457,345,445
69,0,16,42287,395,441
36,0,0,42109,451,442
71,0,0,41994,453,446
211,0,0,41986,425,442
357,0,0,41979,392,438
499,0,0,41965,364,407
657,0,0,41963,342,403
796,0,0,41945,312,398
941,0,0,41937,286,384
1091,0,0,41921,267,375
1238,0,0,41924,253,388
1277,0,0,41908,247,384
1238,0,0,41894,240,372
1200,0,0,41866,231,369
1172,0,0,41845,220,375
1135,0,0,41817,217,394
1100,0,0,41811,205,405
1062,0,0,41784,197,396
1033,0,0,41760,199,397
996,0,0,41749,192,416
980,0,0,41716,195,418
928,0,15,41626,171,409
872,0,40,41545,146,396
821,0,63,41484,123,392
777,0,84,41400,99,394
722,0,109,41300,75,386
672,0,135,41241,48,389
624,0,155,41156,26,401
580,0,177,41083,3,415
549,0,181,41038,0,413
528,0,156,41060,0,395
514,0,135,41086,0,391
498,0,112,41100,0,391
478,0,87,41113,0,392
463,0,66,41136,0,360
444,0,42,41148,0,369
432,0,16,41161,0,376
418,0,0,41191,0,391
453,0,0,41129,0,401
604,0,0,40956,16,389
766,0,0,40772,42,410
927,0,0,40598,73,426
1091,0,0,40433,96,434
1244,0,0,40255,120,435
1408,0,0,40085,149,451
1564,0,0,39925,176,476
1730,0,0,39743,201,501
1757,0,0,39580,236,502
1614,0,21,39424,300,479
1475,0,49,39246,373,455
1342,0,75,39095,442,426
1212,0,105,38947,513,408
1081,0,135,38786,581,395
945,0,159,38638,651,382
803,0,190,38463,726,347
682,0,215,38325,804,352
621,0,219,38323,818,352
565,0,194,38519,723,357
506,0,165,38732,626,359
450,0,137,38956,523,365
400,0,109,39165,429,381
338,0,81,39367,331,402
282,0,54,39575,236,412
220,0,24,39798,132,436
170,0,0,40009,36,437
168,0,0,40273,1,428
235,0,0,40614,27,413
295,0,0,40962,53,385
365,0,0,41346,82,357
429,0,0,41683,109,345
491,0,0,42028,138,341
554,0,0,42370,162,314
619,0,0,42708,189,307
688,0,0,43093,219,304
702,0,12,43168,226,301
617,0,80,42924,228,287
536,0,149,42670,235,278
454,0,219,42422,247,280
371,0,297,42150,250,280
285,0,362,41880,259,291
204,0,433,41642,262,301
120,0,502,41401,270,311
32,0,577,41143,281,324
4,0,589,41044,281,341
37,0,515,41167,246,340
78,0,447,41288,210,361
117,0,377,41418,182,373
157,0,307,41552,143,380
194,0,235,41653,109,411
231,0,165,41809,77,424
272,0,95,41910,43,436
307,0,26,42025,12,470
352,0,0,42085,12,479
487,0,0,42015,64,468
617,0,0,41957,122,464
771,0,0,41895,180,466
906,0,0,41825,230,465
1052,0,0,41753,292,470
1194,0,0,41696,347,470
1332,0,0,41617,401,472
1482,0,0,41557,457,470
1501,0,15,41534,469,477
1322,0,93,41574,415,476
1152,0,169,41617,360,483
970,0,247,41677,303,473
788,0,319,41707,249,469
596,0,407,41752,188,459
425,0,483,41797,136,468
242,0,560,41855,79,474
65,0,632,41900,25,494
0,0,665,41911,0,496
0,0,663,41832,0,475
5,0,653,41766,0,469
14,0,644,41694,0,480
23,0,640,41646,0,475
34,0,630,41589,0,461
46,0,624,41518,0,452
55,0,615,41462,0,453
69,0,606,41400,0,458
71,0,599,41326,0,463
56,0,521,41272,12,451
49,0,451,41200,25,440
47,0,381,41132,39,436
41,0,312,41074,54,433
37,0,244,41007,65,428
31,0,171,40933,87,419
32,0,100,40874,103,413
37,0,31,40801,116,417
37,0,10,40772,119,418
66,0,88,40780,125,430
92,0,174,40791,137,454
121,0,253,40807,140,451
152,0,331,40800,148,472
181,0,411,40831,159,470
206,0,491,40852,167,488
234,0,575,40878,176,498
265,0,647,40881,184,520
280,0,672,40902,190,526
242,0,600,40945,170,507
205,0,511,40994,143,483
180,0,433,41038,120,473
143,0,355,41072,96,465
110,0,275,41127,76,456
76,0,196,41163,51,437
37,0,112,41206,27,421
9,0,33,41233,5,423
19,0,0,41269,0,419
164,0,33,41248,0,394
309,0,71,41245,0,392
468,0,112,41228,0,376
617,0,147,41211,0,377
769,0,187,41199,0,372
916,0,226,41190,0,370
1074,0,264,41170,0,373
1225,0,305,41151,0,386
1268,10,366,41262,0,382
1159,64,502,41612,0,361
1054,126,649,41955,0,336
948,189,799,42327,2,336
843,247,945,42671,5,340
750,304,1086,43026,9,330
652,362,1228,43387,12,321
551,422,1372,43723,16,314
451,482,1529,44084,19,322
398,498,1554,44301,19,335
347,441,1417,44176,50,325
291,385,1279,44087,81,321
247,327,1153,43972,119,326
192,264,1000,43844,154,345
138,207,866,43747,190,359
87,145,728,43625,223,363
41,88,595,43518,265,373
8,25,450,43424,308,390
3,0,461,43374,320,409
45,0,757,43492,319,397
86,0,1069,43612,323,387
125,0,1362,43715,331,400
176,0,1677,43851,342,399
215,0,1987,43961,350,403
256,0,2292,44054,354,408
298,0,2592,44180,365,405
341,0,2889,44284,372,407
356,0,3001,44391,370,415
327,0,2659,44443,352,437
309,0,2302,44490,347,456
282,0,1959,44568,335,482
261,0,1612,44620,336,507
238,0,1242,44698,326,528
220,0,894,44735,334,553
199,0,546,44816,322,582
180,0,195,44859,323,612
175,0,32,44855,337,631
219,0,168,44685,348,604
275,0,305,44519,351,603
333,0,441,44368,368,577
385,0,583,44212,382,571
448,0,732,44060,387,567
503,0,874,43885,396,561
565,0,1016,43725,412,545
622,0,1157,43560,428,549
651,0,1242,43510,437,534
596,0,1317,43752,393,504
552,0,1396,44002,375,480
503,0,1473,44230,347,475
467,0,1557,44466,317,458
429,0,1643,44712,291,437
383,0,1726,44946,272,418
348,0,1811,45175,243,396
305,0,1891,45432,223,389
304,0,1924,45581,217,408
377,0,1798,45558,196,401
445,0,1685,45520,176,422
519,0,1583,45482,159,459
603,0,1462,45457,143,474
674,0,1360,45421,123,488
757,0,1241,45391,105,525
825,0,1131,45370,88,542
897,0,1041,45336,78,576
941,0,997,45301,78,588
885,0,1147,45218,110,542
833,1,1308,45158,165,524
787,7,1454,45088,215,511
736,11,1611,45035,263,473
686,15,1760,44948,318,435
643,18,1905,44889,362,414
589,24,2068,44821,415,393
538,28,2232,44734,473,380
526,32,2311,44660,514,365
588,31,2373,44555,526,349
663,37,2456,44425,540,337
735,45,2537,44309,565,336
804,53,2611,44185,579,336
873,58,2684,44078,589,330
942,70,2759,43953,615,328
1020,77,2843,43837,633,313
1090,88,2921,43720,659,317
1121,95,2922,43670,675,324
1002,89,2686,43786,600,340
889,87,2456,43915,536,354
769,90,2213,44046,462,361
662,84,1973,44169,395,412
555,99,1756,44294,331,436
450,102,1527,44414,262,451
338,108,1305,44545,190,461
232,113,1069,44681,125,498
181,125,1062,44688,88,515
203,155,1647,44417,121,485
230,202,2246,44128,151,467
258,250,2867,43832,187,450
296,293,3468,43567,217,421
326,348,4052,43288,247,411
350,393,4638,43021,280,381
390,450,5228,42756,312,384
425,499,5858,42453,352,363
449,535,6179,42118,372,373
428,557,6021,41666,327,365
416,591,5870,41214,284,384
400,628,5750,40761,239,405
381,670,5597,40277,192,440
365,709,5464,39804,148,464
345,741,5333,39332,108,487
335,781,5201,38874,64,515
321,838,5046,38382,19,542
321,851,5339,37565,0,554
285,742,7059,35863,38,544
246,645,8797,34146,77,518
206,541,10538,32448,115,507
170,430,12391,30594,158,488
129,320,14131,28885,193,474
90,219,15866,27174,232,444
54,120,17599,25469,275,442
18,28,19342,23760,308,425
0,0,21175,21836,348,424
16,0,22919,19806,387,395
36,0,24670,17814,426,380
59,0,26429,15812,464,377
81,0,28176,13800,510,373
106,0,30037,11624,554,367
124,0,31807,9643,592,346
147,0,33555,7616,631,335
174,0,35300,5617,671,327
183,0,36486,3962,702,325
162,0,35788,3618,666,306
138,0,35085,3270,634,285
116,0,34370,2925,603,261
93,0,33677,2586,570,246
68,0,32939,2219,541,235
48,0,32244,1875,507,219
26,0,31542,1534,472,212
5,0,30846,1194,445,216
0,0,30487,1002,417,212
0,0,31499,973,366,192
0,0,32462,978,318,188
0,0,33402,978,269,180
0,0,34336,986,222,173
0,0,35278,976,174,168
0,0,36287,992,124,168
0,0,37255,1001,78,176
0,0,38184,1000,26,164
0,0,38835,1018,0,171
0,0,38441,988,0,151
0,0,38040,968,0,138
0,0,37666,951,0,130
0,0,37284,938,0,115
0,0,36899,927,0,103
0,0,36502,917,0,108
0,0,36112,901,0,101
0,0,35734,912,0,111
0,0,35477,942,0,112
0,0,35675,883,6,102
0,0,35903,867,19,120
0,0,36091,839,34,127
0,0,36314,804,48,142
0,0,36515,792,63,153
1,0,36723,769,76,170
3,0,36922,753,90,192
5,0,37145,744,106,212
5,0,37376,738,111,226
5,0,37697,698,96,206
2,0,38071,652,83,179
0,0,38408,612,65,180
0,0,38738,579,56,169
0,0,39061,553,40,175
0,0,39419,529,28,159
0,0,39797,489,14,149
0,0,40103,489,0,155
0,0,40272,505,0,161
0,0,39803,501,0,147
0,0,39328,535,0,135
0,0,38812,586,0,124
0,0,38336,632,0,132
0,0,37866,686,0,126
0,0,37374,731,0,122
0,0,36887,788,0,127
0,0,36388,860,0,147
0,0,35945,918,0,146
1,0,35646,954,0,127
13,0,35350,1007,0,110
23,0,35042,1067,0,114
33,0,34742,1121,0,107
48,0,34426,1173,3,104
55,0,34151,1243,5,105
64,0,33837,1308,7,117
78,0,33524,1386,10,133
89,0,33540,1422,12,142
150,0,34705,1308,26,128
211,0,35863,1214,47,120
275,0,37010,1120,69,113
335,0,38243,1032,92,113
402,0,39417,954,115,107
461,0,40569,875,139,117
525,0,41715,798,163,129
591,0,42876,726,186,148
639,0,43922,699,202,152
603,0,44231,624,181,130
568,0,44523,579,155,101
540,0,44826,542,129,76
502,0,45155,492,106,46
468,0,45451,471,80,25
434,0,45774,429,57,15
405,0,46050,403,33,18
370,0,46370,398,10,24
349,0,46608,424,0,29
321,0,46535,455,0,27
302,0,46451,519,0,22
282,0,46364,581,0,28
264,0,46303,644,0,42
249,0,46200,739,0,54
228,0,46136,808,0,71
207,0,46065,882,0,93
192,0,45973,957,0,112
184,0,45871,1025,0,122
162,0,45545,972,54,115
148,0,45234,950,109,108
136,0,44949,911,162,106
121,0,44627,875,219,122
108,0,44303,842,277,127
96,0,44010,827,333,126
83,0,43685,797,383,141
70,0,43405,783,440,156
75,0,43128,808,478,166
64,0,43028,960,553,151
53,0,42959,1123,621,139
47,0,42873,1302,685,145
39,0,42807,1479,760,125
35,0,42714,1681,828,107
28,0,42645,1872,907,83
23,0,42548,2067,979,97
21,0,42470,2254,1047,121
23,0,42392,2488,1103,140
51,0,42227,3363,968,120
94,0,42093,4199,842,127
148,0,41944,5051,718,129
194,0,41801,5888,593,120
245,0,41661,6746,468,129
296,0,41515,7631,331,137
342,0,41366,8491,212,131
399,0,41223,9342,84,153
443,0,40747,10240,0,169
508,0,38262,11485,18,149
600,0,35597,12837,43,129
692,0,33114,14091,64,119
779,0,30598,15364,92,111
863,0,28129,16632,117,116
965,0,25626,17871,142,114
1053,0,22956,19215,170,115
1142,0,20462,20467,192,125
1217,0,18174,21706,209,127
1253,0,16238,22832,186,106
1321,0,14167,24033,167,77
1390,0,12251,25170,148,62
1458,0,10327,26289,128,47
1524,0,8400,27399,112,12
1604,0,6463,28528,94,0
1678,0,4399,29725,72,0
1752,0,2474,30854,60,0
1823,0,994,31760,49,0
1606,174,990,31354,59,0
1405,403,999,30944,71,0
1177,674,1003,30520,89,0
967,911,1003,30120,113,0
749,1164,1014,29726,130,0
541,1408,1021,29322,148,0
335,1652,1022,28915,165,0
118,1920,1031,28490,194,0
1,2213,1060,28077,208,0
89,2781,940,27674,243,0
183,3374,821,27231,275,0
283,4001,690,26766,315,0
372,4591,575,26348,347,0
464,5195,453,25912,388,0
560,5793,333,25490,422,0
647,6377,214,25060,462,0
748,7021,85,24596,507,0
809,7544,0,24205,545,0
793,7730,45,24049,585,0
783,7902,98,23867,658,0
787,8097,151,23699,720,0
784,8291,212,23519,797,0
783,8480,265,23348,867,0
779,8679,317,23172,927,0
773,8865,374,22997,1006,0
779,9050,428,22836,1074,0
778,9260,472,22703,1132,0
737,9366,416,22805,1003,0
720,9501,362,22924,872,0
707,9632,307,23053,738,0
690,9778,249,23184,604,0
684,9901,195,23301,467,0
666,10034,144,23434,340,0
657,10181,87,23557,210,0
639,10317,33,23675,79,0
655,10448,0,23794,0,0
583,10563,0,23856,0,0
522,10668,0,23904,0,0
460,10788,0,23942,0,0
398,10901,0,24008,0,0
332,11028,0,24067,0,0
270,11148,0,24117,0,0
213,11253,0,24179,0,0
152,11385,0,24210,0,0
129,11491,0,24212,0,0
300,11555,0,23951,27,0
476,11607,0,23699,59,0
659,11665,0,23453,93,0
828,11722,0,23179,124,0
1020,11803,0,22894,162,0
1205,11863,0,22635,194,0
1371,11928,0,22366,226,0
1558,11977,0,22101,261,0
1727,12039,0,21875,291,0
1602,11973,0,22018,255,0
1522,11923,0,22155,221,0
1456,11872,0,22280,187,0
1372,11815,0,22424,155,0
1310,11766,0,22538,120,0
1228,11705,0,22684,87,0
1163,11655,0,22823,53,0
1089,11615,0,22938,19,0
1044,11563,0,23068,0,0
922,11605,0,22957,3,0
794,11635,0,22848,17,0
675,11689,0,22725,28,0
548,11721,0,22627,41,0
428,11761,0,22508,55,0
297,11811,0,22394,64,0
178,11842,0,22274,82,0
63,11873,0,22170,95,0
0,11917,0,22078,106,0
89,12041,223,22411,93,0
221,12161,463,22760,79,0
347,12289,683,23095,64,0
479,12390,905,23411,53,0
607,12502,1127,23754,39,0
732,12638,1349,24089,28,0
867,12769,1590,24444,15,0
996,12890,1812,24784,1,0
1106,12987,2001,25066,0,0
979,13021,1781,24939,38,0
851,13072,1558,24815,87,0
714,13112,1318,24663,139,0
583,13141,1096,24528,184,0
454,13170,874,24415,230,0
324,13209,647,24286,282,0
192,13257,412,24151,333,0
68,13290,192,24012,377,0
0,13336,0,23891,418,0
10,13363,0,23776,390,0
31,13404,0,23668,368,0
52,13451,0,23567,348,0
73,13485,0,23454,325,0
92,13527,0,23326,305,0
112,13560,0,23232,280,0
136,13603,0,23127,265,0
156,13639,0,22993,238,0
178,13681,0,22920,227,0
152,13719,0,23266,205,0
134,13764,0,23626,185,0
111,13794,0,23974,161,0
89,13829,0,24331,148,0
67,13846,0,24661,132,0
48,13900,0,25016,112,0
28,13950,0,25373,98,0
8,13969,0,25740,84,0
0,14001,0,26034,79,0
65,13841,0,25692,67,0
144,13682,0,25358,57,0
219,13498,0,25013,47,0
300,13326,0,24648,35,0
374,13160,0,24317,23,0
451,12986,0,23972,13,0
526,12819,0,23642,5,0
603,12658,0,23308,0,0
673,12489,0,22971,0,0
598,12513,0,23047,0,0
520,12541,0,23132,0,0
446,12562,0,23225,6,0
370,12584,0,23299,14,0
289,12626,0,23393,24,0
214,12643,0,23478,32,0
138,12663,0,23551,38,0
63,12688,0,23643,50,0
0,12717,0,23713,56,0
114,12720,68,23688,87,0
233,12724,146,23660,124,0
353,12715,227,23635,162,0
472,12712,307,23595,202,0
599,12703,390,23578,240,0
720,12709,471,23544,279,0
839,12704,550,23527,318,0
959,12712,626,23493,361,0
1076,12717,708,23478,402,0
985,12672,622,23454,372,0
917,12629,544,23440,347,0
848,12583,465,23432,324,0
773,12544,385,23414,305,0
701,12511,305,23403,284,0
632,12460,223,23392,261,0
561,12434,144,23368,244,0
490,12398,63,23372,225,0
434,12368,0,23361,222,0
379,12415,226,23268,227,0
333,12499,451,23189,249,0
287,12556,672,23123,263,0
242,12600,897,23040,281,0
198,12674,1117,22964,297,0
153,12746,1359,22886,316,0
107,12808,1582,22818,334,0
62,12868,1807,22752,356,0
32,12940,2029,22704,380,0
26,12848,1807,22544,340,0
26,12746,1566,22411,293,0
32,12653,1339,22282,250,0
37,12575,1117,22142,206,0
40,12478,897,22012,163,0
40,12382,656,21870,117,0
50,12291,433,21758,76,0
60,12194,206,21623,32,0
67,12121,0,21512,0,0
181,12188,0,21718,0,0
326,12271,0,21954,0,0
460,12354,0,22175,0,0
600,12422,0,22385,0,0
736,12505,0,22612,0,0
874,12578,0,22836,0,0
1021,12664,0,23081,0,0
1160,12737,0,23305,0,0
1308,12825,0,23533,0,0
1328,12859,0,23523,7,0
1401,12905,0,23543,32,0
1467,12940,0,23528,63,0
1555,12985,0,23541,89,0
1619,13023,0,23530,113,0
1693,13074,0,23549,138,0
1760,13106,0,23537,167,0
1846,13139,0,23547,198,0
1926,13199,0,23558,225,0
1825,13292,0,23319,198,0
1726,13397,0,23085,167,0
1630,13509,0,22863,138,0
1544,13625,0,22626,113,0
1458,13733,0,22393,89,0
1370,13834,0,22171,63,0
1282,13949,0,21926,33,0
1186,14048,0,21689,7,0
1121,14170,0,21476,0,0
1000,14039,0,21639,10,0
872,13922,0,21812,33,0
741,13800,0,21987,62,0
607,13660,0,22170,88,0
478,13544,0,22344,119,0
347,13424,0,22522,149,0
220,13313,0,22700,179,0
89,13188,0,22876,207,0
0,13061,0,23081,240,0
103,13102,0,23063,258,0
216,13134,0,23075,313,0
330,13164,0,23077,367,0
456,13201,0,23080,424,0
576,13212,0,23087,478,0
696,13255,0,23086,536,0
817,13277,0,23096,589,0
930,13317,0,23098,648,0
1057,13370,0,23120,724,0
1123,12369,0,23145,639,0
1227,11398,0,23201,559,0
1335,10406,0,23249,488,0
1447,9427,0,23303,407,0
1564,8375,0,23356,325,0
1675,7399,0,23394,252,0
1788,6421,0,23451,172,0
1900,5433,0,23498,102,0
2039,4506,0,23565,58,0
1862,3999,0,24015,76,0
1703,3499,0,24471,98,0
1540,2998,0,24916,130,0
1389,2498,0,25391,155,0
1211,1957,0,25871,191,0
1046,1456,0,26335,219,0
893,953,0,26789,245,0
742,458,0,27267,276,0
604,44,0,27711,308,0
589,34,0,27941,318,0
580,28,0,28145,363,0
574,25,0,28345,414,0
565,18,0,28539,456,0
556,12,0,28755,502,0
551,7,0,28967,557,0
540,1,0,29145,601,0
537,0,0,29342,649,0
535,0,0,29536,709,0
540,0,0,29564,715,0
540,0,0,29550,713,0
537,0,0,29557,703,0
537,0,0,29537,702,0
