Co,O,Ni,Gd
2443,5300,10,14604
2608,5203,15,14600
2778,5102,21,14597
2950,4992,27,14591
3136,4878,34,14565
3293,4777,39,14553
3472,4667,43,14545
3665,4570,50,14530
3821,4459,55,14511
3995,4342,62,14479
4192,4216,70,14491
4345,4127,76,14491
4523,4035,80,14485
4692,3941,87,14456
4895,3838,92,14434
5110,3872,98,14423
4908,3793,92,14432
4703,3753,87,14413
4540,3726,80,14400
4381,3695,76,14392
4205,3631,70,14391
4039,3618,62,14379
3900,3600,55,14370
3741,3548,50,14350
3547,3518,43,14355
3399,3497,39,14314
3233,3461,34,14303
3058,3445,27,14297
2913,3420,21,14299
2748,3392,15,14294
2569,3370,9,14273
2417,3331,2,14249
2265,3322,0,14230
2108,3285,0,14231
1927,3259,0,14209
1796,3284,0,14188
1756,3294,0,14182
1705,3408,0,14177
1675,3526,0,14172
1651,3640,0,14169
1620,3797,0,14140
1594,3926,7,14109
1576,4060,12,14090
1567,4219,16,14078
1539,4377,23,14072
1515,4501,29,14053
1494,4634,34,14042
1478,4797,38,14002
1455,4924,42,13991
1447,5062,47,13993
1429,5232,53,13979
1417,5370,56,13962
1396,5514,62,13942
1369,5687,70,13930
1385,5819,75,13899
1401,5949,79,13872
1407,6065,80,13859
1336,6194,76,13896
1259,6305,70,13921
1185,6439,65,13934
1094,6587,61,13958
1026,6710,63,13997
954,6833,66,14013
865,6978,73,14036
793,7119,79,14067
724,7229,83,14081
647,7372,87,14085
570,7511,93,14100
497,7647,95,14149
427,7773,101,14190
342,7920,105,14185
275,8051,111,14196
207,8178,116,14216
133,8332,127,14248
71,8455,137,14278
16,8600,147,14292
3,8769,156,14304
91,8559,147,14314
280,8417,140,14320
473,8271,131,14330
697,8112,121,14342
915,7966,118,14344
1126,7827,110,14338
1377,7664,105,14333
1582,7530,100,14352
1793,7395,92,14371
2011,7253,86,14375
2254,7087,83,14391
2465,6949,77,14398
2686,6820,70,14416
2921,6649,62,14425
3143,6497,57,14418
3357,6367,50,14420
3606,6235,51,14443
3820,6078,54,14447
4031,5952,56,14446
4238,5890,57,14452
4247,5884,54,14444
4194,5968,50,14433
4103,6073,47,14419
4050,6167,41,14417
3983,6269,39,14404
3916,6363,35,14389
3843,6486,33,14371
3773,6576,29,14364
3716,6678,24,14354
3650,6760,19,14356
3589,6893,15,14348
3517,6976,11,14335
3471,7089,8,14290
3382,7199,3,14277
3324,7288,0,14265
3261,7393,0,14258
3181,7519,0,14257
3124,7594,0,14252
3064,7719,0,14242
3036,7837,0,14227
3048,7884,0,14214
3075,7782,0,14212
3129,7702,0,14228
3203,7622,0,14228
3270,7558,0,14234
3342,7500,2,14241
3425,7447,9,14245
3497,7367,13,14258
3570,7327,16,14274
3640,7251,23,14269
3729,7178,29,14273
3789,7107,34,14274
3846,7049,37,14270
3939,6988,40,14282
4010,6918,45,14290
4091,6865,50,14294
4170,6796,55,14307
4249,6734,60,14305
4321,6675,65,14315
4399,6636,70,14310
4474,6602,73,14304
4417,6519,70,14306
4395,6436,65,14311
4377,6346,57,14318
4357,6287,54,14311
4354,6269,50,14315
4331,6178,44,14347
4328,6110,39,14361
4312,6046,36,14362
4304,6011,32,14362
4296,5939,27,14355
4275,5881,21,14341
4255,5832,16,14365
4244,5759,12,14366
4240,5708,7,14378
4233,5650,1,14378
4206,5598,0,14372
4213,5536,0,14374
4214,5490,0,14375
4210,5447,0,14383
4316,5479,0,14389
4180,5340,0,14387
4025,5186,0,14378
3832,5025,0,14377
3692,4889,0,14371
3559,4748,0,14363
3392,4602,5,14375
3252,4494,11,14368
3095,4362,14,14366
2972,4231,18,14361
2811,4082,24,14360
2682,3949,30,14370
2534,3834,34,14358
2376,3703,39,14338
2229,3555,41,14309
2091,3430,47,14301
1945,3301,53,14302
1810,3178,57,14292
1671,3056,61,14279
1544,2912,67,14278
1418,2808,73,14284
1384,2755,73,14285
1421,2694,68,14277
1463,2645,61,14288
1507,2607,57,14270
1545,2586,53,14273
1606,2565,47,14273
1661,2555,41,14277
1704,2528,39,14281
1763,2504,34,14280
1818,2478,30,14283
1867,2464,24,14268
1914,2431,19,14265
1973,2411,14,14266
2026,2397,11,14267
2071,2363,5,14265
2141,2353,0,14277
2187,2349,0,14278
2237,2342,0,14261
2315,2334,0,14246
2392,2350,0,14242
2466,2432,0,14244
2378,2558,0,14234
2302,2727,0,14218
2235,2869,0,14190
2175,3033,0,14176
2104,3228,0,14133
2045,3388,4,14111
1974,3549,9,14106
1905,3741,13,14089
1845,3905,16,14060
1799,4074,23,14036
1735,4251,27,14021
1663,4435,32,14009
1614,4604,36,13976
1550,4776,39,13959
1474,4970,43,13932
1409,5127,48,13908
1362,5303,52,13884
1306,5500,56,13877
1255,5678,60,13871
1231,5859,65,13849
1212,5783,62,13858
1225,5728,56,13868
1234,5698,53,13868
1258,5659,49,13879
1283,5639,44,13875
1298,5614,40,13883
1317,5585,37,13891
1348,5552,32,13895
1370,5532,29,13890
1386,5506,24,13888
1404,5498,18,13891
1432,5460,14,13907
1448,5430,10,13924
1468,5411,6,13930
1502,5383,0,13933
1530,5364,0,13923
1561,5354,0,13928
1591,5316,0,13938
1623,5318,0,13948
1669,5329,0,13965
1676,5330,0,13960
1688,5340,0,13950
1713,5359,0,13947
1739,5371,9,13942
1779,5406,16,13940
1819,5451,28,13931
1859,5455,35,13918
1909,5496,42,13918
1948,5527,51,13916
1988,5562,60,13912
2033,5581,70,13907
2075,5619,79,13896
2112,5644,85,13888
2149,5680,97,13890
2200,5720,105,13885
2242,5756,114,13887
2274,5801,123,13884
2327,5826,133,13883
2359,5883,146,13876
2409,5926,149,13855
2450,6015,155,13845
2375,5984,148,13849
2329,6017,143,13855
2291,6042,137,13864
2242,6104,143,13866
2208,6128,144,13870
2169,6162,148,13890
2130,6200,155,13910
2096,6261,155,13909
2057,6300,161,13911
2029,6337,166,13903
1991,6383,166,13897
1960,6427,177,13930
1935,6474,180,13939
1898,6529,181,13944
1870,6571,186,13943
1831,6603,194,13944
1799,6653,197,13951
1772,6703,200,13969
1750,6736,211,13973
1773,6850,221,13978
1724,6731,209,13973
1697,6625,196,13966
1675,6532,184,13965
1651,6429,170,13963
1642,6344,156,13952
1607,6252,141,13926
1574,6141,130,13902
1557,6065,116,13881
1531,5975,104,13871
1529,5877,92,13866
1493,5792,78,13859
1477,5708,65,13859
1463,5620,52,13845
1450,5524,40,13814
1440,5437,26,13819
1432,5368,12,13795
1410,5275,1,13781
1401,5183,0,13764
1402,5115,0,13733
1415,5068,0,13736
1418,5036,0,13723
1412,5135,0,13709
1407,5248,0,13701
1402,5383,0,13687
1402,5492,0,13711
1403,5596,0,13713
1401,5752,0,13695
1400,5876,0,13677
1397,5956,0,13662
1396,6116,0,13673
1403,6221,0,13664
1394,6350,0,13649
1399,6462,0,13641
1394,6592,0,13626
1391,6739,0,13620
1387,6840,0,13616
1392,6981,0,13616
1391,7098,0,13606
1393,7234,0,13591
1396,7388,0,13582
1401,7454,0,13565
1334,7352,0,13586
1295,7246,0,13612
1264,7131,0,13646
1237,7047,0,13667
1217,6970,0,13678
1190,6854,0,13698
1159,6781,0,13722
1139,6700,0,13745
1120,6593,0,13774
1086,6512,0,13789
1069,6415,0,13795
1043,6329,0,13798
1007,6245,0,13820
992,6169,0,13835
975,6079,0,13868
950,5983,0,13897
922,5889,0,13905
907,5812,0,13915
877,5733,0,13924
909,5700,0,13941
905,5610,0,13921
952,5571,0,13913
1013,5522,0,13908
1080,5501,0,13902
1137,5476,0,13878
1203,5445,0,13856
1253,5397,0,13846
1320,5369,0,13823
1398,5338,0,13818
1456,5310,0,13805
1524,5273,0,13792
1584,5259,0,13758
1652,5223,0,13737
1723,5178,0,13733
1781,5159,0,13722
1853,5125,0,13708
1910,5100,0,13689
1995,5079,0,13673
2070,5061,0,13658
2172,5076,0,13648
2161,5072,0,13642
2108,5047,0,13643
2043,5045,0,13630
2012,5034,0,13624
1961,5031,0,13617
1913,5036,0,13624
1876,5029,0,13617
1829,5031,0,13606
1775,5027,5,13596
1746,5020,8,13600
1707,5035,12,13569
1665,5040,14,13554
1617,5033,16,13570
1583,5025,20,13574
1551,5032,25,13586
1513,5044,29,13583
1468,5038,32,13554
1441,5033,35,13549
1402,5052,37,13564
1382,5077,39,13561
1383,5080,40,13569
1422,5027,38,13580
1481,5009,36,13561
1535,5019,32,13571
1582,5017,30,13570
1650,5018,31,13581
1712,5010,33,13597
1761,5012,33,13625
1828,5022,36,13612
1876,5027,39,13597
1934,5057,42,13610
1988,5032,42,13623
2063,5038,43,13634
2117,5057,49,13653
2166,5048,55,13650
2239,5055,66,13643
2302,5053,72,13654
2366,5066,78,13661
2437,5072,86,13680
2506,5109,93,13697
2607,5167,98,13725
2502,5089,93,13700
2401,5054,86,13684
2355,5021,78,13649
2310,4987,72,13634
2250,4968,64,13590
2212,4942,55,13568
2162,4933,49,13557
2109,4901,41,13560
2066,4854,36,13562
2029,4830,32,13557
1975,4814,27,13540
1936,4789,19,13511
1900,4761,18,13496
1852,4741,16,13474
1804,4727,13,13457
1768,4699,10,13431
1728,4678,12,13425
1694,4673,13,13419
1672,4650,15,13409
1656,4704,16,13394
1670,4671,15,13393
1681,4597,14,13413
1706,4535,13,13430
1743,4497,11,13439
1783,4452,10,13437
1814,4402,14,13453
1841,4371,16,13462
1887,4330,17,13473
1910,4285,24,13484
1947,4259,28,13512
1984,4221,34,13525
2017,4171,38,13534
2039,4130,41,13526
2083,4105,47,13536
2118,4053,53,13550
2151,4017,60,13572
2190,3983,63,13577
2228,3954,70,13597
2276,3915,74,13606
2335,3904,80,13630
2339,3856,80,13631
2258,3841,75,13631
2206,3891,71,13626
2143,3888,65,13643
2082,3925,60,13643
2033,3956,53,13603
1980,3986,50,13615
1917,4031,42,13624
1863,4074,38,13611
1809,4103,34,13591
1749,4129,30,13587
1696,4169,24,13596
1636,4196,18,13590
1594,4235,13,13589
1533,4287,8,13591
1486,4322,2,13598
1425,4359,0,13592
1367,4398,0,13577
1316,4453,0,13571
1282,4504,0,13571
1286,4588,0,13570
1233,4582,0,13572
1193,4631,0,13568
1161,4670,0,13559
1112,4739,9,13543
1081,4795,15,13549
1046,4836,24,13545
996,4894,39,13533
967,4963,48,13523
936,5026,59,13512
892,5062,71,13505
859,5134,82,13496
817,5181,96,13494
787,5239,105,13499
740,5313,117,13505
704,5364,127,13498
679,5427,137,13498
633,5496,155,13480
606,5560,163,13465
567,5607,172,13455
570,5718,190,13443
574,5630,181,13432
656,5576,171,13408
759,5532,160,13401
879,5489,148,13393
983,5436,139,13396
1091,5408,129,13392
1223,5365,118,13362
1337,5320,108,13340
1442,5274,97,13329
1582,5219,83,13317
1680,5181,75,13308
1797,5147,64,13322
1906,5116,59,13332
2034,5059,48,13281
2135,5025,35,13267
2253,4985,31,13255
2390,4930,27,13241
2500,4904,20,13244
2607,4875,18,13237
2763,4875,17,13219
2773,4866,16,13213
2706,4874,14,13237
2640,4913,13,13240
2577,4955,11,13241
2516,4996,9,13228
2450,5050,7,13236
2390,5101,8,13248
2331,5152,9,13259
2273,5197,11,13275
2200,5249,15,13302
2144,5296,18,13311
2084,5351,24,13326
2027,5384,27,13335
1957,5444,32,13333
1900,5500,35,13330
1838,5540,39,13345
1778,5595,42,13356
1725,5646,47,13361
1675,5691,50,13352
1631,5760,54,13361
1640,5782,56,13374
1561,5670,53,13384
1514,5556,50,13416
1444,5456,45,13435
1376,5366,40,13446
1332,5265,37,13463
1272,5159,34,13488
1220,5069,31,13478
1174,4970,27,13485
1113,4872,21,13507
1061,4780,16,13542
1021,4688,14,13584
959,4610,11,13592
902,4512,6,13645
852,4427,1,13648
805,4329,0,13654
744,4230,0,13661
697,4144,0,13664
644,4064,0,13676
595,4002,0,13684
584,3987,0,13701
601,3895,0,13671
623,3819,0,13654
648,3749,0,13640
674,3698,0,13631
699,3651,0,13631
735,3575,0,13587
758,3527,0,13554
790,3473,1,13519
829,3409,6,13496
860,3359,9,13478
891,3309,12,13432
914,3255,14,13399
947,3199,18,13386
977,3148,21,13356
1011,3090,24,13300
1041,3050,29,13259
1075,3007,33,13235
1112,2952,34,13210
1152,2932,37,13174
1198,2932,40,13147
1193,2955,40,13142
1119,3018,37,13143
1062,3116,34,13149
1001,3210,33,13162
944,3309,29,13152
874,3425,24,13168
813,3527,21,13170
749,3644,18,13181
677,3757,14,13188
629,3857,12,13213
565,3967,9,13208
493,4079,5,13197
433,4195,1,13198
372,4300,0,13208
319,4399,0,13217
246,4533,0,13204
192,4643,0,13197
138,4749,0,13214
76,4870,0,13217
24,4982,0,13209
0,5111,0,13201
0,5007,0,13195
0,4944,0,13178
0,4880,0,13170
0,4814,0,13152
0,4746,0,13128
0,4684,0,13106
0,4623,0,13099
0,4555,0,13081
0,4489,0,13068
0,4438,0,13041
0,4362,0,13026
0,4289,0,13012
0,4243,0,12996
0,4188,0,12989
0,4125,0,12975
0,4062,0,12970
0,4000,0,12969
0,3926,0,12934
0,3889,0,12909
0,3881,0,12884
0,3802,0,12899
0,3766,0,12908
7,3722,0,12912
18,3687,0,12930
32,3634,7,12954
39,3592,13,12956
51,3551,22,12992
66,3518,34,13018
74,3454,43,13031
84,3426,53,13039
98,3366,62,13048
112,3336,73,13055
121,3306,83,13065
132,3260,92,13071
148,3221,101,13068
158,3183,111,13092
167,3146,122,13125
184,3105,131,13151
191,3095,142,13133
203,3087,153,13147
202,3085,153,13167
216,3014,141,13159
249,2966,133,13164
277,2912,127,13155
311,2855,117,13160
348,2810,109,13142
377,2769,102,13133
412,2713,94,13128
440,2667,93,13134
472,2620,88,13134
507,2568,84,13124
545,2518,80,13131
579,2483,76,13136
605,2431,70,13133
641,2380,68,13128
678,2329,61,13119
712,2296,54,13112
745,2244,54,13111
783,2196,57,13111
825,2174,58,13108
846,2181,58,13095
829,2221,52,13080
823,2318,48,13058
824,2431,42,13035
836,2547,38,13025
845,2654,36,13010
850,2775,42,13002
865,2906,42,12976
876,3013,41,12979
883,3130,46,12973
897,3261,55,12916
913,3381,55,12896
925,3486,55,12887
940,3599,58,12872
948,3739,64,12857
958,3857,74,12844
971,3979,81,12833
983,4113,90,12790
1007,4232,102,12789
1015,4350,107,12784
1071,4527,111,12772
1014,4361,110,12764
961,4191,103,12754
907,4027,99,12741
843,3853,87,12729
792,3707,78,12730
738,3540,71,12737
689,3366,63,12717
645,3208,56,12709
596,3063,49,12707
542,2877,44,12699
497,2738,38,12706
452,2575,29,12714
407,2423,25,12706
353,2248,27,12688
311,2113,29,12672
274,1945,27,12676
222,1775,24,12675
182,1640,26,12672
155,1502,30,12662
133,1384,32,12651
133,1350,31,12668
174,1332,29,12677
213,1323,28,12685
265,1312,49,12702
305,1302,62,12711
350,1291,82,12723
390,1277,95,12751
427,1269,110,12767
469,1266,123,12778
516,1262,150,12803
560,1249,169,12815
598,1247,188,12826
644,1238,213,12832
688,1233,232,12854
732,1225,253,12891
775,1222,271,12925
826,1206,299,12950
884,1216,322,12962
921,1221,336,12979
986,1229,364,12998
1003,1249,367,13006
949,1301,346,12970
900,1404,325,12932
850,1496,296,12892
800,1593,279,12869
750,1675,256,12834
696,1790,232,12783
640,1880,212,12754
590,1977,190,12734
541,2087,169,12712
487,2178,147,12690
442,2279,130,12654
385,2382,109,12636
338,2476,92,12600
290,2576,81,12571
245,2681,64,12549
194,2781,43,12514
146,2878,29,12474
101,2978,21,12434
50,3093,24,12387
30,3216,28,12363
28,3050,24,12349
44,2864,21,12349
61,2709,47,12354
78,2539,83,12361
93,2393,142,12379
116,2216,205,12381
139,2059,255,12386
156,1906,306,12395
179,1732,383,12393
197,1574,433,12382
218,1419,488,12367
240,1246,556,12381
267,1092,617,12385
287,945,680,12365
308,792,740,12373
332,618,813,12377
352,466,876,12387
375,326,936,12397
399,163,1008,12394
421,80,1060,12386
417,93,1041,12354
387,153,982,12321
368,209,922,12309
347,282,873,12290
327,346,821,12275
300,429,767,12245
279,502,717,12205
253,578,667,12176
232,663,628,12141
215,739,580,12087
199,809,535,12079
178,899,474,12054
157,969,433,12024
144,1044,387,11995
121,1130,349,11965
102,1211,296,11951
85,1294,258,11934
68,1371,217,11905
46,1463,209,11873
39,1541,214,11837
39,1573,221,11814
41,1510,230,11817
61,1492,279,11807
75,1483,358,11798
93,1494,417,11789
111,1497,509,11791
126,1506,573,11791
145,1511,632,11789
165,1521,724,11772
183,1525,781,11739
199,1543,875,11732
217,1556,960,11736
236,1555,1012,11741
262,1556,1099,11720
278,1577,1171,11713
302,1594,1259,11713
323,1614,1325,11707
343,1620,1420,11699
364,1647,1507,11690
390,1679,1576,11689
410,1739,1664,11685
387,1791,1583,11656
363,1894,1543,11633
345,1996,1515,11617
334,2101,1459,11592
322,2229,1419,11559
318,2326,1374,11532
313,2425,1341,11509
298,2565,1294,11490
297,2679,1270,11453
290,2778,1249,11425
279,2904,1206,11395
273,3013,1181,11387
265,3122,1122,11358
256,3234,1125,11324
252,3369,1114,11295
251,3480,1059,11284
247,3580,1024,11278
239,3725,975,11254
230,3862,966,11237
246,4016,954,11192
334,3917,940,11122
492,3755,929,11094
676,3606,952,11048
857,3460,975,11002
1070,3272,994,10956
1244,3129,1009,10921
1439,2974,1028,10886
1650,2796,1057,10837
1825,2641,1066,10779
2013,2496,1093,10738
2229,2305,1139,10701
2410,2162,1179,10659
2593,2010,1206,10601
2807,1826,1241,10552
3001,1676,1273,10507
3179,1521,1289,10464
3363,1374,1303,10431
3584,1201,1359,10375
3767,1059,1404,10326
3971,925,1447,10288
3999,863,1465,10253
3794,893,1437,10235
3596,950,1434,10223
3368,1028,1423,10165
3170,1092,1436,10138
2975,1175,1466,10116
2775,1248,1489,10100
2537,1326,1500,10035
2352,1396,1523,9995
2148,1461,1543,9990
1917,1551,1557,10004
1722,1616,1572,9980
1525,1683,1588,9963
1292,1767,1617,9937
1097,1850,1627,9910
895,1920,1652,9850
701,2000,1671,9820
470,2080,1700,9807
276,2167,1718,9782
87,2244,1746,9762
0,2315,1819,9740
0,2217,1935,9767
0,2156,2118,9788
0,2078,2308,9823
7,2019,2424,9856
14,1964,2605,9872
24,1912,2769,9893
33,1836,2944,9916
39,1777,3105,9932
47,1716,3292,9941
54,1661,3484,9971
63,1594,3642,9991
71,1533,3800,10018
78,1473,3986,10039
86,1402,4156,10055
94,1356,4319,10078
102,1302,4470,10097
111,1246,4671,10124
121,1184,4831,10135
131,1147,4995,10158
137,1154,5209,10189
133,1138,5262,10156
124,1129,5332,10125
115,1118,5398,10081
106,1128,5471,10049
98,1109,5520,9999
89,1117,5599,9977
86,1116,5658,9939
85,1111,5711,9920
82,1118,5793,9866
77,1120,5868,9829
77,1120,5927,9793
72,1119,5987,9760
70,1127,6059,9719
68,1120,6147,9685
60,1122,6199,9664
58,1128,6266,9639
53,1132,6342,9615
58,1128,6400,9579
61,1128,6467,9539
66,1140,6551,9502
93,1143,6590,9471
179,1121,6582,9442
287,1111,6615,9400
390,1124,6606,9349
500,1115,6622,9316
611,1120,6644,9292
735,1125,6654,9265
842,1122,6672,9241
953,1132,6684,9202
1080,1130,6707,9153
1189,1141,6714,9121
1298,1143,6723,9080
1426,1149,6745,9025
1534,1155,6758,8989
1646,1159,6778,8975
1757,1167,6797,8946
1897,1167,6802,8907
2001,1172,6815,8876
2109,1181,6833,8847
2240,1202,6847,8798
2312,1217,6880,8767
2307,1227,6900,8759
2318,1240,6944,8722
2347,1268,6952,8684
2360,1294,6980,8647
2379,1314,7016,8647
2413,1347,7032,8649
2428,1372,7079,8638
2450,1403,7101,8598
2472,1426,7142,8579
2499,1457,7174,8550
2530,1486,7190,8529
2550,1516,7231,8495
2575,1535,7242,8487
2604,1567,7276,8471
2639,1586,7298,8448
2668,1625,7340,8428
2695,1656,7375,8407
2730,1680,7403,8346
2771,1724,7438,8351
2832,1793,7464,8332
2738,1736,7604,8325
2591,1676,7803,8317
2486,1633,7950,8340
2368,1596,8150,8329
2250,1564,8315,8330
2124,1522,8511,8351
2014,1484,8669,8353
1911,1451,8834,8345
1788,1407,9025,8337
1678,1372,9197,8350
1571,1334,9363,8354
1451,1289,9561,8365
1338,1260,9738,8355
1236,1223,9900,8362
1137,1184,10059,8372
1017,1146,10265,8383
908,1114,10446,8379
806,1073,10614,8374
706,1049,10803,8377
641,1038,10971,8395
663,1036,11048,8372
930,990,11050,8306
1205,957,11039,8252
1486,915,11039,8212
1801,870,11028,8151
2080,836,11013,8091
2380,802,10996,8058
2673,761,11000,7999
3020,712,10984,7950
3299,677,10975,7904
3587,639,10973,7853
3927,597,10982,7792
4208,568,10961,7738
4485,520,10970,7693
4838,476,10951,7626
5117,440,10961,7584
5410,404,10953,7532
5709,366,10946,7454
6044,330,10931,7410
6332,303,10913,7357
6536,306,10932,7313
6497,338,11058,7343
6506,374,11156,7352
6517,410,11247,7354
6580,457,11369,7345
6606,497,11482,7341
6631,537,11583,7335
6676,576,11685,7340
6698,625,11794,7353
6731,662,11907,7350
6756,703,12031,7362
6791,748,12110,7389
6830,788,12242,7400
6863,825,12345,7378
6895,876,12450,7395
6919,916,12558,7393
6966,956,12653,7395
6988,994,12745,7402
7044,1049,12870,7402
7096,1087,12972,7423
7257,1142,13082,7424
7111,1167,13057,7390
6936,1246,13014,7357
6764,1333,12966,7305
6561,1441,12882,7280
6396,1535,12871,7245
6237,1629,12829,7189
6069,1730,12778,7157
5876,1839,12730,7123
5718,1937,12676,7106
5550,2030,12627,7073
5361,2146,12580,7041
5199,2245,12525,7012
5040,2342,12483,6967
4837,2459,12444,6934
4681,2557,12385,6901
4533,2652,12330,6874
4377,2745,12290,6840
4177,2863,12250,6803
4022,2961,12192,6761
3933,3067,12160,6723
3925,3070,12231,6698
4100,3020,12393,6678
4282,3006,12531,6658
4507,2962,12717,6644
4708,2945,12874,6613
4911,2925,13022,6585
5105,2919,13173,6562
5330,2883,13352,6524
5528,2856,13511,6496
5719,2827,13673,6461
5950,2796,13826,6423
6153,2776,13985,6393
6350,2751,14147,6363
6594,2706,14326,6347
6791,2701,14471,6334
6985,2667,14644,6311
7208,2652,14780,6268
7417,2629,14976,6209
7645,2599,15126,6188
7848,2599,15275,6167
7954,2593,15433,6150
7711,2476,15493,6171
7479,2384,15552,6186
7201,2267,15643,6198
6964,2161,15693,6206
6734,2068,15778,6217
6485,1977,15830,6212
6217,1859,15908,6209
5986,1767,15967,6207
5753,1672,16031,6213
5480,1559,16105,6226
5249,1459,16177,6237
5003,1370,16250,6269
4732,1254,16322,6271
4505,1162,16367,6270
4271,1068,16438,6275
4049,963,16503,6279
3766,861,16578,6275
3541,770,16642,6291
3310,684,16712,6288
3158,653,16787,6285
3160,625,16631,6236
3257,591,16479,6194
3422,552,16329,6134
3570,515,16198,6071
3703,491,16023,6007
3851,461,15878,5974
4025,428,15712,5916
4165,398,15575,5858
4311,370,15406,5809
4502,336,15271,5734
4647,313,15106,5661
4806,282,14961,5615
4972,252,14799,5545
5107,225,14628,5481
5265,193,14467,5423
5423,168,14330,5365
5601,143,14143,5310
5764,110,14000,5263
5904,98,13845,5189
6114,92,13677,5137
6061,91,13718,5107
5855,121,13863,5099
5654,170,14015,5076
5490,207,14132,5076
5308,250,14282,5060
5113,297,14425,5063
4956,336,14582,5049
4792,385,14695,5040
4630,430,14820,5033
4432,485,14976,5039
4291,524,15101,5025
4111,567,15225,5008
3927,619,15392,5011
3780,661,15512,4999
3624,712,15646,4981
3438,760,15795,4962
3287,806,15942,4946
3133,858,16069,4938
2978,906,16199,4942
2851,966,16348,4926
2811,983,16463,4917
2852,965,16527,4895
2974,962,16585,4883
3063,977,16645,4874
3160,985,16703,4859
3268,998,16766,4836
3356,1016,16817,4812
3449,1023,16892,4801
3552,1038,16923,4789
3668,1051,16996,4761
3768,1066,17057,4748
3862,1085,17125,4734
3975,1094,17178,4720
4074,1103,17238,4699
4182,1119,17286,4678
4304,1139,17354,4653
4410,1153,17411,4638
4512,1167,17455,4621
4619,1185,17530,4607
4760,1211,17587,4578
4920,1261,17669,4557
4790,1231,17717,4511
4627,1251,17792,4457
4506,1278,17854,4410
4393,1304,17913,4339
4240,1337,17978,4274
4130,1364,18045,4243
4021,1382,18106,4209
3914,1417,18169,4155
3776,1459,18249,4109
3666,1482,18299,4056
3554,1517,18372,4015
3425,1543,18440,3972
3308,1577,18496,3916
3193,1600,18561,3852
3069,1640,18629,3810
2957,1680,18690,3769
