Co,Si,Pt,O,Ni,Gd,Al
0,8,0,8335,128,0,499
0,11,0,8204,144,0,438
0,16,0,8053,162,0,366
0,18,0,7913,177,0,309
0,22,0,7761,200,0,256
0,19,0,7667,180,0,362
0,16,0,7574,160,0,511
0,13,0,7479,138,0,672
0,10,0,7395,120,0,825
0,6,0,7303,103,0,988
0,3,0,7213,89,0,1141
0,0,0,7119,72,0,1302
0,0,0,7030,56,0,1454
0,0,0,6936,40,0,1625
0,0,0,6906,41,0,1665
0,0,0,6993,52,0,1509
0,0,0,7080,70,0,1364
0,0,0,7161,84,0,1223
0,0,0,7238,105,0,1093
0,0,0,7326,127,0,949
0,0,0,7404,146,0,816
0,0,0,7489,165,0,672
0,0,0,7568,188,0,544
0,0,0,7650,216,0,411
0,0,0,7626,193,0,404
0,0,0,7605,181,0,396
0,0,0,7575,171,0,392
0,0,0,7540,163,0,386
0,0,0,7512,156,0,383
0,0,0,7484,147,0,374
0,0,0,7448,146,0,368
0,0,0,7414,143,0,363
0,0,0,7395,143,0,357
0,0,0,7333,147,0,403
0,0,0,7245,128,0,584
0,0,0,7150,116,0,784
0,0,0,7067,113,0,961
0,0,0,6970,116,0,1155
0,0,0,6874,115,0,1356
0,0,0,6786,119,0,1543
0,0,0,6693,124,0,1740
0,0,0,6604,130,0,1938
0,0,0,6513,140,0,2161
0,0,0,6639,165,0,1953
0,0,0,6785,215,0,1746
0,0,0,6930,270,0,1553
0,0,0,7074,314,0,1346
0,0,0,7207,366,0,1161
0,0,0,7361,423,0,952
0,0,0,7493,477,0,765
0,0,0,7640,530,0,560
0,0,0,7779,586,0,373
0,0,0,7838,599,0,375
0,0,0,7802,582,0,558
0,0,0,7774,574,0,755
0,0,0,7736,557,0,949
0,0,0,7705,552,0,1142
0,0,0,7678,549,0,1329
0,0,0,7644,532,0,1536
0,0,0,7613,528,0,1719
0,0,0,7582,522,0,1921
0,0,0,7548,542,0,2104
0,0,0,7570,501,0,2065
0,0,0,7578,472,0,2054
0,0,0,7591,428,0,2046
0,0,0,7607,399,0,2023
0,0,0,7621,378,0,2008
0,0,0,7633,349,0,2004
0,0,0,7644,320,0,1993
0,0,0,7659,297,0,1981
0,0,0,7674,279,0,1976
0,0,0,7709,274,0,1898
0,0,0,7751,273,0,1757
0,0,0,7798,284,0,1607
0,0,0,7842,287,0,1478
0,0,0,7899,309,0,1335
0,0,0,7939,316,0,1201
0,0,0,7982,334,0,1054
0,0,0,8028,349,0,919
0,0,0,8075,368,0,772
0,0,0,8122,398,0,672
0,0,0,8173,382,0,740
0,0,0,8223,370,0,826
0,0,0,8270,367,0,919
0,0,0,8319,355,0,994
0,0,0,8369,348,0,1088
0,0,0,8414,338,0,1172
0,0,0,8461,335,0,1261
0,0,0,8509,334,0,1355
0,0,0,8561,344,0,1456
0,0,0,8569,326,0,1420
0,0,0,8543,296,0,1276
0,0,0,8520,274,0,1148
0,0,0,8494,243,0,1014
0,0,0,8475,218,0,894
0,0,0,8447,194,0,754
0,0,0,8431,171,0,632
0,0,0,8404,148,0,491
0,0,0,8381,129,0,366
0,0,0,8355,131,0,282
0,0,0,8308,141,0,312
0,0,0,8243,170,0,349
0,0,0,8185,187,0,388
0,0,0,8133,211,0,427
0,0,0,8079,235,0,469
0,0,0,8024,256,0,508
0,0,0,7969,285,0,549
0,0,0,7909,306,0,588
0,0,0,7855,342,0,640
0,0,0,7764,317,0,674
0,0,0,7663,298,0,726
0,0,0,7561,280,0,774
0,0,0,7452,266,0,817
0,0,0,7355,246,0,873
0,0,0,7246,224,0,917
0,0,0,7151,207,0,968
0,0,0,7040,192,0,1026
0,0,0,6938,186,0,1070
0,0,0,6896,192,0,1135
0,0,0,7063,178,0,1216
0,0,0,7239,179,0,1317
0,0,0,7398,183,0,1418
0,0,0,7575,179,0,1522
0,0,0,7743,180,0,1625
0,0,0,7922,183,0,1739
0,0,0,8084,182,0,1838
0,0,0,8264,190,0,1941
0,0,0,8432,200,0,2044
0,0,0,8401,198,0,2270
0,0,0,8297,190,0,2542
0,0,0,8185,186,0,2840
0,0,0,8080,187,0,3115
0,0,0,7972,185,0,3409
0,0,0,7870,183,0,3707
0,0,0,7760,181,0,3983
0,0,0,7649,178,0,4273
0,0,0,7546,180,0,4559
0,0,0,7487,192,0,4625
0,0,0,7548,181,0,4135
0,0,0,7619,175,0,3607
0,0,0,7685,170,0,3105
0,0,0,7755,162,0,2582
0,0,0,7822,158,0,2080
0,0,0,7884,153,0,1553
0,0,0,7954,149,0,1060
0,0,0,8021,147,0,529
0,0,0,8086,157,0,53
0,0,0,8084,168,0,179
0,0,0,8055,216,0,453
0,0,0,8032,271,0,756
0,0,0,8007,330,0,1037
0,0,0,7976,392,0,1339
0,0,0,7946,443,0,1609
0,0,0,7920,508,0,1913
0,0,0,7900,562,0,2190
0,0,0,7876,622,0,2492
0,0,0,7827,649,0,2627
0,0,0,7740,595,0,2404
0,0,0,7658,568,0,2217
0,0,0,7559,542,0,1996
0,0,0,7479,508,0,1809
0,0,0,7389,487,0,1599
0,0,0,7302,461,0,1403
0,0,0,7210,435,0,1200
0,0,0,7128,421,0,999
0,0,0,7041,411,0,807
0,0,0,7155,403,0,724
0,0,0,7303,384,0,639
0,0,0,7461,371,0,546
0,0,0,7603,359,0,464
0,0,0,7757,349,0,375
0,0,0,7904,330,0,290
0,0,0,8056,321,0,199
0,0,0,8203,310,0,117
0,0,0,8361,301,0,30
0,0,0,8462,288,0,3
0,0,0,8490,258,0,34
0,0,0,8523,242,0,70
0,0,0,8555,228,0,109
0,0,0,8583,211,0,143
0,0,0,8621,195,0,184
0,0,0,8652,182,0,224
0,0,0,8684,172,0,264
0,0,0,8717,167,0,304
0,0,0,8749,175,0,343
0,0,0,8548,160,0,317
0,0,1,8326,166,0,291
0,0,8,8117,183,0,273
0,0,15,7887,196,0,254
0,0,24,7679,212,0,236
0,0,33,7451,227,0,217
0,0,42,7236,249,0,202
0,0,53,7007,258,0,186
0,0,63,6792,291,0,175
0,0,63,6730,303,0,179
0,0,53,6882,307,0,208
0,0,44,7047,338,0,247
0,0,33,7210,359,0,283
0,0,26,7361,387,0,323
0,0,15,7523,419,0,359
0,0,8,7677,446,0,399
0,0,1,7840,489,0,438
0,0,0,7984,521,0,481
0,0,0,8157,565,0,532
0,0,0,8161,525,0,541
0,0,0,8166,493,0,591
0,0,0,8173,464,0,647
0,0,0,8174,434,0,711
0,0,0,8185,413,0,781
0,0,0,8190,384,0,844
0,0,0,8187,365,0,903
0,0,0,8195,336,0,970
0,0,0,8199,324,0,1036
0,0,0,8193,319,0,1025
0,0,0,8161,282,0,912
0,0,0,8137,257,0,793
0,0,0,8114,232,0,688
0,0,0,8080,199,0,576
0,0,0,8055,175,0,465
0,0,0,8019,145,0,352
0,0,0,7994,123,0,248
0,0,0,7970,100,0,146
0,0,0,7940,99,0,95
0,0,0,7932,107,0,117
0,0,0,7925,125,0,140
0,0,0,7916,148,0,165
0,0,0,7913,172,0,188
0,0,0,7899,200,0,214
0,0,0,7896,226,0,233
0,0,0,7888,250,0,258
0,0,0,7881,281,0,283
0,0,0,7878,306,0,305
0,0,0,7853,308,0,293
0,0,0,7815,295,0,259
0,0,0,7782,283,0,223
0,0,0,7749,276,0,190
0,0,0,7717,262,0,155
0,0,0,7682,259,0,118
0,0,0,7643,246,0,83
0,0,0,7615,239,0,50
0,0,0,7581,235,0,15
0,0,0,7557,245,0,7
3,0,0,7729,236,0,225
16,0,0,7892,243,0,432
28,0,0,8065,260,0,658
39,0,0,8221,275,0,868
51,0,0,8404,289,0,1090
65,0,0,8562,302,0,1302
80,0,0,8741,316,0,1524
89,0,0,8887,338,0,1738
102,0,0,9066,360,0,1961
101,0,0,9074,352,0,1949
86,0,0,8976,330,0,1799
77,0,0,8884,330,0,1664
63,0,0,8781,332,0,1515
50,0,0,8686,326,0,1383
36,0,0,8591,323,0,1233
25,0,0,8502,321,0,1101
14,0,0,8398,325,0,957
1,0,0,8310,329,0,822
0,0,0,8226,341,0,685
0,0,0,8260,298,0,603
0,0,0,8288,267,0,529
0,0,0,8313,226,0,446
0,0,0,8338,194,0,379
0,0,0,8379,162,0,295
0,0,0,8406,137,0,221
0,0,0,8427,100,0,144
0,0,0,8458,76,0,75
0,0,0,8485,78,0,0
0,0,0,8495,86,0,0
0,0,0,8508,113,0,0
0,0,0,8520,148,0,0
0,0,0,8530,180,0,0
0,0,0,8540,217,0,0
0,0,0,8543,253,0,0
0,0,0,8553,295,0,0
0,0,0,8562,329,0,0
0,0,0,8573,378,0,0
0,0,0,8560,411,0,0
0,0,0,8461,393,0,0
0,0,0,8349,368,0,0
0,0,0,8257,351,0,0
0,0,0,8154,321,0,0
0,0,0,8055,309,0,0
0,0,0,7950,285,0,0
0,0,0,7855,266,0,0
0,0,0,7749,248,0,0
0,0,0,7649,236,0,0
0,0,0,7609,209,0,33
0,0,0,7603,215,0,123
0,0,0,7588,215,0,226
0,0,0,7574,222,0,316
0,0,0,7571,233,0,421
0,0,0,7557,243,0,524
0,0,0,7548,261,0,616
0,0,0,7535,266,0,715
0,0,0,7527,284,0,818
0,0,0,7525,319,0,880
0,0,0,7544,338,0,902
0,0,0,7571,362,0,933
0,0,0,7590,394,0,962
0,0,0,7613,424,0,989
0,0,0,7632,455,0,1015
0,0,0,7655,482,0,1042
0,0,0,7676,513,0,1075
0,0,0,7698,549,0,1103
0,0,0,7723,588,0,1141
0,0,0,7688,552,0,1158
0,0,0,7657,505,0,1156
0,0,0,7621,459,0,1157
0,0,0,7580,423,0,1166
0,0,0,7543,381,0,1165
0,0,0,7507,343,0,1169
0,0,0,7463,302,0,1170
0,0,0,7422,268,0,1179
0,0,0,7381,232,0,1183
0,0,0,7375,245,0,1169
0,0,0,7424,280,0,1077
0,0,0,7472,318,0,991
0,0,0,7514,372,0,903
0,0,0,7566,415,0,822
0,0,0,7617,471,0,732
0,0,0,7663,518,0,645
0,0,0,7713,568,0,558
0,0,0,7756,624,0,470
0,0,0,7807,679,0,390
0,0,0,7852,619,0,502
0,0,0,7880,549,0,664
0,0,0,7914,463,0,842
0,0,0,7946,391,0,1012
0,0,0,7990,320,0,1190
0,0,0,8021,240,0,1364
0,0,0,8059,166,0,1554
0,0,0,8096,101,0,1716
0,0,0,8125,26,0,1903
0,0,0,8152,18,0,1977
0,0,0,8159,26,0,1843
0,0,0,8166,39,0,1719
0,0,0,8169,51,0,1591
0,0,0,8179,66,0,1460
0,0,0,8181,84,0,1327
0,0,0,8188,101,0,1208
0,0,0,8191,118,0,1076
0,0,0,8200,137,0,953
0,0,0,8208,155,0,831
0,0,0,8217,161,0,765
0,0,0,8236,175,0,710
0,0,0,8249,198,0,669
0,0,0,8260,215,0,625
0,0,0,8275,234,0,582
0,0,0,8287,256,0,536
0,0,0,8302,277,0,501
0,0,0,8319,299,0,457
0,0,0,8331,321,0,423
0,0,0,8311,321,0,418
0,0,0,8262,298,0,418
0,0,0,8205,283,0,429
0,0,0,8144,269,0,430
0,0,0,8097,253,0,435
0,0,0,8040,242,0,432
0,0,0,7987,229,0,448
0,0,0,7926,219,0,445
0,0,0,7878,207,0,456
0,0,0,7816,218,0,490
0,0,0,7883,199,0,561
0,0,0,7958,202,0,686
0,0,0,8032,208,0,803
0,0,0,8101,215,0,934
0,0,0,8166,227,0,1059
0,0,0,8233,238,0,1185
0,0,0,8301,247,0,1309
0,0,0,8375,260,0,1437
0,0,0,8447,277,0,1561
0,0,14,8454,284,0,1592
0,0,76,8414,266,0,1531
0,0,142,8368,261,0,1484
0,0,204,8328,259,0,1427
0,0,271,8278,256,0,1381
0,0,329,8238,262,0,1327
0,0,398,8199,265,0,1277
0,0,462,8146,266,0,1226
0,0,524,8104,271,0,1177
0,0,586,8067,294,0,1162
0,0,522,8146,270,0,1069
0,0,462,8211,255,0,1008
0,0,391,8291,248,0,954
0,0,329,8362,240,0,896
0,0,266,8436,232,0,842
0,0,198,8512,224,0,786
0,0,136,8590,214,0,719
0,0,72,8660,210,0,668
0,0,9,8735,215,0,628
0,0,0,8737,205,0,595
0,0,0,8682,215,0,529
0,0,0,8622,230,0,450
0,0,0,8571,254,0,386
0,0,0,8521,279,0,315
0,0,0,8463,300,0,245
0,0,0,8407,328,0,171
0,0,0,8355,350,0,105
0,0,0,8299,396,0,33
0,0,0,8256,437,0,0
0,0,0,8306,393,0,180
0,0,0,8364,361,0,373
0,0,0,8416,329,0,583
0,0,0,8467,294,0,774
0,0,0,8524,264,0,987
0,0,0,8574,239,0,1179
0,0,0,8627,213,0,1392
0,0,0,8679,184,0,1582
0,0,0,8731,164,0,1796
0,0,0,8730,159,0,1825
0,0,0,8679,157,0,1820
0,0,0,8628,159,0,1823
0,0,0,8579,161,0,1828
0,0,0,8535,176,0,1827
0,0,0,8484,177,0,1837
0,0,0,8436,186,0,1834
0,0,0,8398,198,0,1852
0,0,0,8349,205,0,1853
0,0,0,8309,209,0,1844
64,0,0,8348,184,0,1637
128,0,0,8381,160,0,1449
197,0,0,8419,135,0,1258
258,0,0,8457,114,0,1077
329,0,0,8497,95,0,879
394,0,0,8528,70,0,705
461,0,0,8567,53,0,503
524,0,0,8608,39,0,329
595,0,0,8648,29,0,166
567,0,0,8665,38,0,223
501,0,0,8682,61,0,395
436,0,0,8698,95,0,547
365,0,0,8716,123,0,725
304,0,0,8731,153,0,886
237,0,0,8747,186,0,1063
174,0,0,8764,219,0,1225
103,0,0,8778,253,0,1393
39,0,0,8794,286,0,1567
0,0,0,8791,306,0,1671
0,0,0,8713,288,0,1524
0,0,0,8637,290,0,1382
0,0,0,8563,279,0,1254
0,0,0,8482,282,0,1114
0,0,0,8404,278,0,978
0,0,0,8327,283,0,841
0,0,0,8247,282,0,708
0,0,0,8175,285,0,573
0,0,0,8099,294,0,457
0,0,0,8085,270,0,535
0,0,0,8104,237,0,704
0,0,0,8125,203,0,894
0,0,0,8136,175,0,1079
0,0,0,8157,150,0,1262
0,0,0,8176,121,0,1456
0,0,0,8192,97,0,1635
0,0,0,8211,74,0,1819
0,0,0,8228,58,0,1999
0,0,0,8276,57,0,2103
0,0,0,8400,50,0,1974
0,0,0,8530,42,0,1849
0,0,0,8654,44,0,1728
0,0,0,8792,43,0,1605
0,0,0,8912,48,0,1483
0,0,0,9042,47,0,1357
0,0,0,9164,49,0,1239
0,0,0,9299,60,0,1115
0,0,0,9420,67,0,1018
0,0,0,9382,63,0,987
0,0,0,9303,86,0,963
0,0,0,9219,109,0,929
0,0,0,9142,138,0,915
0,0,0,9058,165,0,895
0,0,0,8978,196,0,868
0,0,0,8895,223,0,845
0,0,0,8811,259,0,824
0,0,0,8733,297,0,800
0,0,0,8669,316,0,787
42,0,0,8631,305,0,692
85,0,0,8599,294,0,611
132,0,0,8563,283,0,515
172,0,0,8527,272,0,427
220,0,0,8492,270,0,333
262,0,0,8461,271,0,247
310,0,0,8429,264,0,155
354,0,0,8386,262,0,66
397,0,0,8352,263,0,0
361,0,0,8336,272,0,98
319,0,0,8321,294,0,250
274,0,0,8297,331,0,424
230,0,0,8293,366,0,576
189,0,0,8272,396,0,759
144,0,0,8256,436,0,909
100,0,0,8238,475,0,1089
59,0,0,8218,506,0,1246
14,0,0,8204,551,0,1419
0,0,0,8205,572,0,1515
0,0,0,8219,515,0,1533
0,0,0,8238,485,0,1543
0,0,0,8261,451,0,1565
0,0,0,8281,419,0,1579
0,0,0,8299,397,0,1592
0,0,0,8322,365,0,1601
0,0,0,8343,337,0,1623
0,0,0,8362,324,0,1634
0,0,0,8378,313,0,1688
0,0,0,8446,290,0,1540
0,0,0,8514,256,0,1351
0,0,0,8580,241,0,1178
0,0,0,8657,216,0,988
0,0,0,8718,198,0,811
0,0,0,8797,176,0,626
0,0,0,8862,150,0,451
0,0,0,8932,135,0,263
0,0,0,9002,128,0,90
0,0,0,9030,136,0,0
0,0,0,9008,146,0,0
0,0,0,8988,154,0,4
0,0,0,8965,168,0,11
0,0,0,8941,180,0,15
0,0,0,8916,188,0,21
0,0,0,8892,203,0,26
0,0,0,8867,216,0,35
0,0,0,8843,225,0,40
0,0,0,8820,250,0,47
0,0,0,8802,222,0,40
0,0,0,8769,192,0,35
0,0,0,8751,164,0,27
0,0,0,8722,129,0,21
0,0,0,8704,102,0,15
0,0,0,8679,68,0,11
0,0,0,8649,45,0,5
0,0,0,8629,12,0,0
0,0,0,8607,0,0,0
0,0,0,8594,0,0,43
0,0,0,8593,0,0,161
0,0,0,8589,8,0,290
0,0,0,8596,18,0,405
0,0,0,8597,29,0,533
0,0,0,8589,40,0,655
0,0,0,8591,50,0,786
0,0,0,8594,62,0,903
0,0,0,8590,72,0,1032
0,0,0,8596,85,0,1154
0,0,0,8527,72,0,1031
0,0,0,8468,68,0,926
0,0,0,8393,66,0,817
0,0,0,8333,75,0,719
0,0,0,8262,78,0,614
0,0,0,8195,83,0,501
0,0,0,8134,90,0,402
0,0,0,8068,100,0,295
0,0,0,8005,118,0,203
0,0,0,7997,128,0,167
0,0,0,8037,147,0,155
0,0,0,8081,181,0,147
0,0,0,8114,217,0,143
0,0,0,8161,252,0,140
0,0,0,8195,277,0,135
0,0,0,8245,310,0,132
0,0,0,8281,340,0,127
0,0,0,8323,377,0,121
0,0,0,8363,412,0,117
0,0,0,8402,377,0,116
0,0,0,8446,357,0,135
0,0,0,8489,340,0,149
0,0,0,8520,325,0,166
0,0,0,8570,302,0,182
0,0,0,8616,291,0,194
0,0,0,8662,278,0,209
0,0,0,8709,268,0,230
0,0,0,8745,264,0,254
0,0,0,8789,255,0,246
0,0,0,8840,223,0,212
0,0,0,8890,194,0,185
0,0,0,8942,165,0,156
0,0,0,8987,140,0,129
0,0,0,9039,116,0,100
0,0,0,9085,92,0,70
0,0,0,9138,66,0,41
0,0,0,9188,42,0,17
0,0,0,9233,38,0,5
0,0,0,9210,33,0,111
0,0,0,9194,26,0,216
0,0,0,9174,18,0,328
0,0,0,9157,12,0,441
0,0,0,9141,6,0,557
0,0,0,9128,1,0,665
0,0,0,9110,0,0,788
0,0,0,9089,0,0,894
0,0,0,9077,0,0,1017
0,0,0,9071,1,0,1000
0,0,0,9080,22,0,924
0,0,0,9081,51,0,852
0,0,0,9090,86,0,777
0,0,0,9097,121,0,712
0,0,0,9103,153,0,631
0,0,0,9119,194,0,564
0,0,0,9116,228,0,491
0,0,0,9122,267,0,421
0,0,0,9109,286,0,371
0,0,0,9045,264,0,349
0,0,0,8960,238,0,333
0,0,0,8889,224,0,318
0,0,0,8812,204,0,308
0,0,0,8735,198,0,293
0,0,0,8654,180,0,283
0,0,0,8586,168,0,275
0,0,0,8507,163,0,261
0,0,0,8429,171,0,251
0,0,0,8378,165,0,384
0,0,0,8332,163,0,566
0,0,0,8286,183,0,764
0,0,0,8236,196,0,963
0,0,0,8195,209,0,1146
0,0,0,8148,223,0,1339
0,0,0,8103,237,0,1529
0,0,0,8059,251,0,1729
0,0,0,8011,274,0,1912
0,0,0,7986,298,0,1993
20,0,0,8003,279,0,1781
48,0,0,8020,257,0,1549
73,0,0,8034,248,0,1339
102,0,0,8049,231,0,1107
128,0,0,8069,216,0,896
156,0,0,8084,200,0,664
182,0,0,8106,186,0,454
210,0,0,8122,171,0,226
237,0,0,8136,157,0,23
223,0,0,8210,138,0,71
197,0,0,8284,116,0,175
166,0,0,8374,96,0,291
140,0,0,8453,75,0,396
111,0,0,8546,54,0,510
85,0,0,8620,37,0,615
59,0,0,8711,29,0,731
34,0,0,8789,19,0,836
5,0,0,8877,16,0,949
0,0,0,8902,21,0,992
0,0,0,8826,40,0,937
0,0,0,8750,59,0,910
0,0,0,8672,83,0,872
0,0,0,8602,107,0,849
0,0,0,8513,137,0,810
0,0,0,8435,164,0,775
0,0,0,8365,191,0,752
0,0,0,8281,217,0,723
0,0,0,8210,245,0,696
0,0,0,8278,224,0,635
0,0,0,8365,197,0,554
0,0,0,8464,174,0,469
0,0,0,8552,146,0,394
0,0,0,8642,122,0,315
0,0,0,8729,97,0,242
0,0,0,8824,70,0,167
0,0,0,8909,43,0,86
0,0,0,9011,22,0,23
0,0,0,9080,18,0,37
0,0,0,9152,36,0,176
0,0,0,9210,65,0,323
0,0,0,9276,99,0,479
0,0,0,9340,138,0,626
0,0,0,9407,178,0,783
0,0,0,9470,217,0,931
0,0,0,9537,266,0,1100
0,0,0,9599,307,0,1245
0,0,0,9667,358,0,1408
0,0,0,9485,349,0,1366
0,0,0,9267,357,0,1334
0,0,0,9073,366,0,1303
0,0,0,8855,366,0,1275
0,0,0,8659,385,0,1250
0,0,0,8444,405,0,1219
0,0,0,8243,421,0,1195
0,0,0,8020,435,0,1174
0,0,0,7827,450,0,1154
0,0,0,7781,456,0,1154
0,0,0,7960,397,0,1145
0,0,0,8128,357,0,1137
0,0,0,8313,310,0,1129
0,0,0,8478,268,0,1120
0,0,0,8661,219,0,1116
0,0,0,8827,188,0,1108
0,0,0,9007,149,0,1098
0,0,0,9171,117,0,1101
0,0,0,9358,109,0,1112
0,0,0,9379,128,0,1032
0,0,0,9403,173,0,963
0,0,0,9420,205,0,909
0,0,0,9448,241,0,851
0,0,0,9459,278,0,795
0,0,0,9486,325,0,730
0,0,0,9508,360,0,676
0,0,0,9531,409,0,615
0,0,0,9548,457,0,558
0,0,0,9533,457,0,598
0,0,0,9477,412,0,721
0,0,0,9421,379,0,850
0,0,0,9365,348,0,980
0,0,0,9302,326,0,1115
0,0,0,9249,294,0,1243
0,0,0,9187,267,0,1382
0,0,0,9132,245,0,1506
0,0,0,9080,224,0,1645
0,0,0,9015,219,0,1790
3,0,0,8976,211,0,1622
18,0,0,8937,215,0,1478
32,0,0,8892,217,0,1317
48,0,0,8849,222,0,1161
63,0,0,8812,223,0,1020
79,0,0,8765,227,0,860
93,0,0,8730,236,0,721
110,0,0,8684,239,0,566
124,0,0,8640,259,0,422
122,0,0,8623,262,0,363
108,0,0,8618,279,0,343
90,0,0,8626,305,0,320
78,0,0,8630,333,0,304
61,0,0,8622,357,0,287
48,0,0,8633,390,0,265
31,0,0,8633,426,0,250
18,0,0,8638,455,0,230
1,0,0,8644,487,0,212
0,0,0,8651,536,0,213
0,0,0,8805,469,0,197
0,0,0,8958,431,0,189
0,0,0,9121,390,0,183
0,0,0,9274,343,0,177
0,0,0,9434,304,0,175
0,0,0,9584,258,0,170
0,0,0,9744,215,0,167
0,0,0,9893,179,0,164
0,0,0,10051,155,0,168
0,0,0,10070,151,0,188
0,0,0,10014,160,0,258
0,0,0,9952,169,0,324
0,0,0,9894,177,0,403
0,0,0,9831,192,0,472
0,0,0,9772,216,0,542
0,0,0,9714,228,0,618
0,0,0,9653,244,0,692
0,0,0,9586,265,0,773
0,0,0,9518,281,0,832
0,0,0,9399,264,0,749
0,0,0,9285,267,0,683
0,0,0,9165,275,0,621
0,0,0,9047,284,0,562
0,0,0,8927,289,0,495
0,0,0,8817,295,0,440
0,0,0,8695,305,0,377
0,0,0,8583,312,0,317
0,0,0,8465,335,0,268
0,0,0,8442,332,0,261
0,0,0,8459,343,0,260
0,0,0,8477,360,0,268
0,0,0,8495,385,0,271
0,0,0,8510,413,0,278
0,0,0,8525,437,0,282
0,0,0,8542,459,0,291
0,0,0,8561,489,0,298
0,0,0,8578,524,0,314
0,0,0,8601,546,0,333
0,0,0,8624,509,0,295
0,0,8,8658,479,0,256
0,0,18,8685,447,0,218
0,0,31,8704,421,0,181
0,0,41,8732,388,0,144
0,0,53,8764,370,0,107
0,0,63,8787,341,0,70
0,0,76,8809,324,0,29
0,0,89,8840,325,0,0
0,0,81,8827,305,0,43
0,0,70,8792,275,0,138
4,0,63,8769,242,0,232
11,0,48,8735,210,0,338
16,0,36,8712,179,0,432
22,0,23,8679,152,0,528
